,from,to,type,event id,flags,source,time,operation,protection,advice
931,d07b1b54a53685a94817818ce1352d7d,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1322,,syscall,1702119793.596,mmap (write),3,
932,704937fc7bf2f0468a4ff536fe74ac44,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1323,,syscall,1702119793.596,mmap (write),3,
933,348cc8a6729897c34bc12cd9b35527cd,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1324,,syscall,1702119793.596,mmap (write),3,
934,188e8a53a01586687898dbd63e86e1ca,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1325,,syscall,1702119793.596,mmap (write),3,
935,bf13bef0bb44577af8ae512162f8d3e9,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1326,,syscall,1702119793.596,mmap (write),3,
936,f375917f68a9f27b6c798ddc32db25e2,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1327,,syscall,1702119793.596,mmap (write),3,
937,3f921fd1ce1cc790417d2071cc0a3c34,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1328,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.596,clone,,
938,e6103611b0969dad371a1d6e665772e7,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1329,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.596,clone,,
939,ff8a80868c60e4a5a1503a31124cd340,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1330,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.596,clone,,
943,1937837090be22e262514602803bb4af,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1339,,syscall,1702119793.604,mmap (write),3,
944,b6acb3e5c8618efc89e85cd9e2ee9823,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1340,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.604,clone,,
945,0ef366a12c22d68dcc35e410ab69719e,463300ec78aa5cf048742792ee5e5ef4,Used,1344,O_RDONLY,syscall,1702119793.604,open,,
946,0ef366a12c22d68dcc35e410ab69719e,463300ec78aa5cf048742792ee5e5ef4,Used,1346,,syscall,1702119793.604,close,,
947,711e85fad0a8d268142f6e203dae89f0,918d8eef7921d7ffed64cfa247e34504,WasTriggeredBy,1347,,syscall,1702119793.604,execve,,
948,711e85fad0a8d268142f6e203dae89f0,463300ec78aa5cf048742792ee5e5ef4,Used,1347,,syscall,1702119793.604,load,,
949,711e85fad0a8d268142f6e203dae89f0,ff24d51b85635ab8e2118892169b5c1d,Used,1348,O_RDONLY,syscall,1702119793.636,open,,
950,711e85fad0a8d268142f6e203dae89f0,ff24d51b85635ab8e2118892169b5c1d,Used,1349,,syscall,1702119793.636,close,,
951,c8d9b59492532a8b9733d302368ba3a5,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1350,,syscall,1702119793.640,mmap (write),3,
952,40c6909e0a13834bd770505624453279,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1351,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.640,clone,,
953,c333b844164283db3c32b11865a5ac29,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1352,,syscall,1702119793.640,mmap (write),0,
954,13b5f15a07dcec491ce8b4e5c38418bb,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1353,,syscall,1702119793.640,mmap (write),0,
955,69320ba08c87768f3cb39a7a6094a6ad,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1354,,syscall,1702119793.640,mmap (write),0,
956,d6996557a89ac599cc5067bec0e3165f,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1355,,syscall,1702119793.640,mmap (write),0,
957,9bea935ed0a35e96bab24776304deb43,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1356,,syscall,1702119793.640,mmap (write),0,
958,3d5b6240f05cfab3c19ec3b0c6de8eea,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1357,,syscall,1702119793.640,mmap (write),0,
959,b97c755749e8709a2109eb329a0f2faa,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1358,,syscall,1702119793.640,mmap (write),3,
960,2559f09cc690e940574a564bf186dd81,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1359,,syscall,1702119793.640,mmap (write),3,
961,c6a115f20a8c0bd16713e9672d2ef72c,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1360,,syscall,1702119793.640,mmap (write),3,
962,29c8df1b3063b240f75c8fa6d8435c30,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1361,,syscall,1702119793.640,mmap (write),3,
963,82faacc4a7fcc57d472b97293ca6fd7c,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1362,,syscall,1702119793.640,mmap (write),3,
964,804e05197f8e9e579d91a26f3b444d2e,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1363,,syscall,1702119793.640,mmap (write),3,
965,8ab4cc3f734b1ea2930ddfeb33e10545,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1364,,syscall,1702119793.640,mmap (write),3,
966,3bcdd002bacfb4fb48d7991b6ac68c97,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1365,,syscall,1702119793.640,mmap (write),3,
967,ff2fd37297d7011b56c87cc87343e506,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1366,,syscall,1702119793.640,mmap (write),3,
968,2fe81e76d7c2180a3b583d717e8735c0,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1367,,syscall,1702119793.644,mmap (write),3,
969,070beccb01c76b84da7b1509008d3ac9,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1368,,syscall,1702119793.644,mmap (write),3,
970,0ef366a12c22d68dcc35e410ab69719e,9b3a95bc82b0239cf9878d0ca894dc31,Used,1369,O_RDONLY,syscall,1702119793.644,open,,
971,cdf7c1c7f332df7c2245e9133db0caab,0ef366a12c22d68dcc35e410ab69719e,WasGeneratedBy,1370,,syscall,1702119793.644,mmap (write),3,
972,13d22d989a2d479d31e7f40264ea29e6,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1371,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.644,clone,,
973,83b494a549671e35e45cb6426dfd6480,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1372,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.644,clone,,
974,bb660e9cd014844f13ca79220e801138,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1373,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.644,clone,,
975,6fc248d2f6fecbd3de14f9512cc4b771,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1374,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.644,clone,,
976,4cae72d0437800d5a4a478a0d8213f90,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1375,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.644,clone,,
977,d6c907152ddc87a76c68b7eef6daa2e0,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1376,,syscall,1702119793.644,mmap (write),3,
978,0ef366a12c22d68dcc35e410ab69719e,9b3a95bc82b0239cf9878d0ca894dc31,Used,1380,,syscall,1702119793.644,close,,
979,711e85fad0a8d268142f6e203dae89f0,463300ec78aa5cf048742792ee5e5ef4,Used,1381,O_RDONLY,syscall,1702119793.644,open,,
980,711e85fad0a8d268142f6e203dae89f0,463300ec78aa5cf048742792ee5e5ef4,Used,1383,,syscall,1702119793.644,close,,
981,9048166b4e5c9e0cf117cb3cd467b460,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1384,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.648,clone,,
982,d9f90567c23c834d6fea158b7531a40b,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1385,,syscall,1702119793.648,mmap (write),3,
983,9732ab0fd26b5caf2baa16f103268dca,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1386,,syscall,1702119793.648,mmap (write),3,
984,711e85fad0a8d268142f6e203dae89f0,9b3a95bc82b0239cf9878d0ca894dc31,Used,1387,O_RDONLY,syscall,1702119793.648,open,,
985,711e85fad0a8d268142f6e203dae89f0,9b3a95bc82b0239cf9878d0ca894dc31,Used,1388,,syscall,1702119793.648,close,,
986,d47ba7ec5908907bc9a56c55b3abef28,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1389,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.648,clone,,
987,c5718fec0dd286982a842b3177c818db,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1390,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.648,clone,,
988,be892937315bea0644510e695d37ac30,b6acb3e5c8618efc89e85cd9e2ee9823,WasGeneratedBy,1391,,syscall,1702119793.648,connect,,
989,50187c4b8a4196de51368c0d4a475457,5a7a49b0a1c2096d4e6e896d35f9194d,Used,1392,,syscall,1702119793.648,accept,,
992,0ef366a12c22d68dcc35e410ab69719e,0ef366a12c22d68dcc35e410ab69719e,WasTriggeredBy,1395,,syscall,1702119793.740,exit,,
993,80a3b6046c1aa2dda29b76dc32d1e4fa,4cae72d0437800d5a4a478a0d8213f90,WasGeneratedBy,1396,,syscall,1702119793.740,connect,,
994,50187c4b8a4196de51368c0d4a475457,cf367aec66d57a49adcb74b784437e1f,Used,1397,,syscall,1702119793.740,accept,,
995,1f01af9e0142951622bf1a808385eac2,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1398,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.740,clone,,
996,905be422bfe4a1f18c91e812edecc7f7,711e85fad0a8d268142f6e203dae89f0,WasGeneratedBy,1400,,syscall,1702119793.744,mmap (write),3,
997,711e85fad0a8d268142f6e203dae89f0,711e85fad0a8d268142f6e203dae89f0,WasTriggeredBy,1401,,syscall,1702119793.744,exit,,
1805,4419a07dc8f7d1cf3bbd5e1eb0d842aa,bc57332c562db05de939245112665fda,WasTriggeredBy,2309,,syscall,1702119793.860,execve,,
1806,4419a07dc8f7d1cf3bbd5e1eb0d842aa,463300ec78aa5cf048742792ee5e5ef4,Used,2309,,syscall,1702119793.860,load,,
1807,4419a07dc8f7d1cf3bbd5e1eb0d842aa,ff24d51b85635ab8e2118892169b5c1d,Used,2310,O_RDONLY,syscall,1702119793.892,open,,
1808,4419a07dc8f7d1cf3bbd5e1eb0d842aa,ff24d51b85635ab8e2118892169b5c1d,Used,2311,,syscall,1702119793.892,close,,
1809,38b136bfa8fe84cb3c996454cefbc942,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2312,,syscall,1702119793.892,mmap (write),3,
1810,914b0c42ae1a27b1331485fc9b461f1d,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2313,,syscall,1702119793.892,mmap (write),0,
1811,67884a9801c720a81ec1e4ddd63a2ad3,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2314,,syscall,1702119793.892,mmap (write),0,
1812,a875c00fb6304291d114888414c724e0,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2315,,syscall,1702119793.892,mmap (write),0,
1813,94c53cc71eb533e7db8d1c66e71374c2,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2316,,syscall,1702119793.892,mmap (write),0,
1814,181e5399ddc4128b2f1121e5ed8f3ac1,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2317,,syscall,1702119793.892,mmap (write),0,
1815,7a845841ae141f98f6d36683ece898df,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2318,,syscall,1702119793.892,mmap (write),0,
1816,920b1b3afdc25d1afa1b45f7047467bd,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2319,,syscall,1702119793.892,mmap (write),3,
1817,918b818ec7438c64d60384e8345d5d99,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2320,,syscall,1702119793.892,mmap (write),3,
1818,98c20c348e6c6048329b40a0b40e69f8,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2321,,syscall,1702119793.892,mmap (write),3,
1819,263fe76d2c655c439e97a877a2a3e33f,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2322,,syscall,1702119793.892,mmap (write),3,
1820,de0b604a5209023b0972d2fdc29e2174,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2323,,syscall,1702119793.892,mmap (write),3,
1821,19818d866974787c78811cc884b1b7a3,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2324,,syscall,1702119793.892,mmap (write),3,
1823,19ce5ece06253ca71cff31c51a1ace58,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2326,,syscall,1702119793.892,mmap (write),3,
1824,7f9561b431f5260ac3be6f4ce6d32ed7,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2327,,syscall,1702119793.892,mmap (write),3,
1825,ea7ff80a5650a06c907a145b050bc8fb,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2328,,syscall,1702119793.892,mmap (write),3,
1826,c06d5b8f5f360292435a3d972fe1969d,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2329,,syscall,1702119793.892,mmap (write),3,
1827,fcd3e9ad3434984851578a0edd6fac5b,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2330,,syscall,1702119793.892,mmap (write),3,
1830,02d7ce6333a0b3806b3891432134a908,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2338,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.892,clone,,
1831,a708cec856d38a1c55cc1bb21f56e745,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2339,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.892,clone,,
1832,31f2ee457455785dcd386f5565fcf713,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2340,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.892,clone,,
1836,54e69efabbae666f252a7fd267e0adcd,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2349,,syscall,1702119793.896,mmap (write),3,
1837,7938335375279b25f1ce8933e195a8e0,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2350,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.896,clone,,
1838,59a9c9416e4601ebff391d9fe7bc85c8,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasGeneratedBy,2352,,syscall,1702119793.896,mmap (write),3,
1839,4419a07dc8f7d1cf3bbd5e1eb0d842aa,463300ec78aa5cf048742792ee5e5ef4,Used,2355,O_RDONLY,syscall,1702119793.900,open,,
1840,4419a07dc8f7d1cf3bbd5e1eb0d842aa,463300ec78aa5cf048742792ee5e5ef4,Used,2357,,syscall,1702119793.900,close,,
1843,802363cc045c093440fd5a013c25d645,9ee7d48beecb224b1aac0c5c16b4141d,WasTriggeredBy,2360,,syscall,1702119793.892,execve,,
1844,802363cc045c093440fd5a013c25d645,463300ec78aa5cf048742792ee5e5ef4,Used,2360,,syscall,1702119793.892,load,,
1845,802363cc045c093440fd5a013c25d645,ff24d51b85635ab8e2118892169b5c1d,Used,2361,O_RDONLY,syscall,1702119793.904,open,,
1846,802363cc045c093440fd5a013c25d645,ff24d51b85635ab8e2118892169b5c1d,Used,2362,,syscall,1702119793.904,close,,
1847,9faae61eb4b3400d1c29dd1e4419fdf3,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2363,,syscall,1702119793.904,mmap (write),3,
1848,7a03a75d650aade66f2297077eb4ee06,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2364,,syscall,1702119793.904,mmap (write),0,
1849,0b6f11b2019d5cdec853dba414095ab5,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2365,,syscall,1702119793.904,mmap (write),0,
1850,445ec0aabc5b32352c80f211892ad72d,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2366,,syscall,1702119793.904,mmap (write),0,
1851,4510940b56bf8908bd47c103d8eefef9,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2367,,syscall,1702119793.904,mmap (write),0,
1852,e66a5801e972386aaf6703e586da05bd,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2368,,syscall,1702119793.904,mmap (write),0,
1853,fa78380f16faa57f541ca613546f55d4,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2369,,syscall,1702119793.904,mmap (write),0,
1854,82e0aa9610078da784513e24f1db1ec2,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2370,,syscall,1702119793.904,mmap (write),3,
1855,307c647e2d959c59e1d2938e7b365a02,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2371,,syscall,1702119793.904,mmap (write),3,
1856,a18bfcaea80ac940217dfdad89a733a1,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2372,,syscall,1702119793.904,mmap (write),3,
1857,c2d61dd47aa6a81b6fddd8046da1f0e8,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2373,,syscall,1702119793.904,mmap (write),3,
1858,ba7471593dcf969d2c736348b6be51f0,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2374,,syscall,1702119793.904,mmap (write),3,
1859,698a7bae78ef57cf69aae697be242676,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2375,,syscall,1702119793.904,mmap (write),3,
1860,990cbbae599a81bbbdfefac531e2109d,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2376,,syscall,1702119793.904,mmap (write),3,
1861,2eb0b0f06faae3c79d864ed8d58e2162,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2377,,syscall,1702119793.904,mmap (write),3,
1862,f88d7a86f7acc9c558cf74b7c600b612,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2378,,syscall,1702119793.904,mmap (write),3,
1863,aee6bcad568c12986ca484818f2b8e28,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2379,,syscall,1702119793.904,mmap (write),3,
1864,3d662e2c6afcf2bc7cbc2a3bf195808c,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2380,,syscall,1702119793.904,mmap (write),3,
1865,e78bf5ec81def05879d5d7ac8357095a,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2381,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,
1866,7f17c45f331aef1faaea022b3e8bafca,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2382,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,
1867,907c3e8d6e6dd2dba88f28266ef48420,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2383,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,
1868,8a587b9d619732ea5475fb65f21b196f,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2384,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.904,clone,,
1869,4886735be51ab42a8c7713ddd1b41119,802363cc045c093440fd5a013c25d645,WasGeneratedBy,2386,,syscall,1702119793.904,mmap (write),3,
1870,802363cc045c093440fd5a013c25d645,463300ec78aa5cf048742792ee5e5ef4,Used,2389,O_RDONLY,syscall,1702119793.908,open,,
1871,802363cc045c093440fd5a013c25d645,463300ec78aa5cf048742792ee5e5ef4,Used,2391,,syscall,1702119793.908,close,,
1872,40c5cfd78a7bbb71bd456bcbbffb9406,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2392,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.908,clone,,
1873,0523a32937c310a6cff5735297681026,a89c134c210562dfccc3bea41c2d5d63,Used,2393,,syscall,1702119793.908,accept,,
1874,8df23791c8b2af5a86b875d28afdcc51,8a587b9d619732ea5475fb65f21b196f,WasGeneratedBy,2394,,syscall,1702119793.908,connect,,
1875,802363cc045c093440fd5a013c25d645,802363cc045c093440fd5a013c25d645,WasTriggeredBy,2395,,syscall,1702119793.912,exit,,
1876,a89c134c210562dfccc3bea41c2d5d63,0523a32937c310a6cff5735297681026,WasGeneratedBy,2396,,syscall,1702119793.912,close,,
1877,18e3071218d1394dbfb61b1661d0e19f,4419a07dc8f7d1cf3bbd5e1eb0d842aa,WasTriggeredBy,2397,CLONE_SIGHAND|CLONE_SETTLS|CLONE_SYSVSEM|CLONE_FS|CLONE_THREAD|CLONE_VM|CLONE_FILES,syscall,1702119793.900,clone,,
1878,4419a07dc8f7d1cf3bbd5e1eb0d842aa,9b3a95bc82b0239cf9878d0ca894dc31,Used,2398,O_RDONLY,syscall,1702119793.936,open,,
1879,4419a07dc8f7d1cf3bbd5e1eb0d842aa,9b3a95bc82b0239cf9878d0ca894dc31,Used,2399,,syscall,1702119793.936,close,,
1880,c8136234927bdd0f758658ed0474b787,7109b9332d8bea1f2830c3137deb20e2,WasTriggeredBy,2400,,syscall,1702119793.936,execve,,
1881,c8136234927bdd0f758658ed0474b787,463300ec78aa5cf048742792ee5e5ef4,Used,2400,,syscall,1702119793.936,load,,
1882,c9b24b4a9b63a52584108840c8d05916,e7026795986d1db96f7ca019fe9aca94,Used,2401,,syscall,1702119793.936,accept,,
1883,c8136234927bdd0f758658ed0474b787,ff24d51b85635ab8e2118892169b5c1d,Used,2402,O_RDONLY,syscall,1702119793.936,open,,
1884,c8136234927bdd0f758658ed0474b787,ff24d51b85635ab8e2118892169b5c1d,Used,2403,,syscall,1702119793.936,close,,
1885,f8d81aab74289aaded5d074ed136eda0,c8136234927bdd0f758658ed0474b787,WasGeneratedBy,2404,,syscall,1702119793.936,mmap (write),3,
1886,5076603fa5c97eed64898804964a1dd3,c8136234927bdd0f758658ed0474b787,WasGeneratedBy,2405,,syscall,1702119793.936,mmap (write),0,
1887,6dda37cbd6c7a2ffea0061beda9d45ad,c8136234927bdd0f758658ed0474b787,WasGeneratedBy,2406,,syscall,1702119793.936,mmap (write),0,
1888,871231fa9b77bb0b3819a9d83d188f54,c8136234927bdd0f758658ed0474b787,WasGeneratedBy,2407,,syscall,1702119793.936,mmap (write),0,
