,id,type,path,subtype,permissions,epoch,source,version,local address,remote port,protocol,remote address,local port,net namespace,memory address,size,tgid,read fd,write fd,svc
677,a1bc2d49b45e0cac5f84ae79142976cd,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,46688,4026532231,,,,,,frontend
678,9023f1e7157fcc34d7420190b86bc331,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,46688,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
684,02c2c1d55e6857aaf2d692c7f2e128ff,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,36056,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
686,9b481146e3353abc2d72ee71b99f3072,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,36056,-1,,,,,,paymentservice
690,2f1d2c5f1c4b02a9a50c78a31d477996,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,46700,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
691,d96e1103a0b4c49f26b547e651bdc2b5,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,46700,-1,,,,,,frontend
729,83e3d510126da32af2dbcb1cdc91b732,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,37050,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,5050,-1,,,,,,checkoutservice
730,4e5449a3f331dba3bf1cf4f4533d3907,Artifact,,network socket,,0,syscall,0,127.0.0.1,5050,tcp,0.0.0.0,37050,4026532516,,,,,,checkoutservice
775,99f71eb6a0d861c922d5100d347c8efb,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,37066,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,5050,-1,,,,,,checkoutservice
776,047b521f716b04aefc919a91a043861a,Artifact,,network socket,,0,syscall,0,127.0.0.1,5050,tcp,0.0.0.0,37066,4026532516,,,,,,checkoutservice
802,2c69133e0eb3d9dbbbfdc05fefa4bc93,Artifact,,network socket,,0,syscall,0,127.0.0.1,9555,tcp,0.0.0.0,57410,4026532761,,,,,,adservice
803,79bb9e95fab2c6d74d1b2d0d33e99b18,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,57410,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,9555,-1,,,,,,adservice
819,e559ca82bf843b0a349a668247940950,Artifact,,network socket,,0,syscall,0,0.0.0.0,48918,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
820,4d119933ecb532edb982b54501a8d651,Artifact,,network socket,,0,syscall,0,0.0.0.0,48920,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
869,1a04b02e87116c33b2f35f5ede3d0854,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54816,4026532231,,,,,,frontend
872,d53c26db793a3462fa7853d395f6a314,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54816,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
875,7522067028a70dc8f441db683f3c2daf,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54824,4026532231,,,,,,frontend
876,8a6b699d5f4437e5e3e60fa12b994119,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54824,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
934,832c1f8a9cb3735a48104c56897102fb,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,57420,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,9555,-1,,,,,,adservice
935,a5902e67e928a549f18d8df62b9c0e62,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,56226,tcp,0000:0000:0000:0000:0000:FFFF:AC1F:1EE3,8080,-1,,,,,,frontend
938,62125313a7ae2c47340e967c0d16d490,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,45548,4026532967,,,,,,paymentservice
939,e696986102995f7b5f2b7fbf588de496,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45548,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
960,a1f1ace4653957bf443108e00fbf1fc0,Artifact,,network socket,,0,syscall,0,127.0.0.1,9555,tcp,0.0.0.0,57420,4026532761,,,,,,adservice
961,00ab8b8c0d3e4e6aeab4db0e22ea64eb,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54838,4026532694,,,,,,frontend
966,d8a6ecbd5248c3cecba09a720b38ba73,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54838,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
984,cd9db0aea8d3ca12ed1a489eac689bb6,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,45552,4026532382,,,,,,paymentservice
986,6173b3f6c25f0dc6ee3ac9dd07cef5c6,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45552,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
1029,fcc24d6a796010761bc53d763654441c,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54854,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1030,d71481aa09b2bfca828d6c345107b07c,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54854,4026532694,,,,,,frontend
1054,679f8a95c289bcddb5d280114da5aa46,Artifact,,network socket,,0,syscall,0,127.0.0.1,7070,tcp,0.0.0.0,46368,4026532899,,,,,,cartservice
1055,d6f0beacc10bc8af29fa71b2cae568d9,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,46368,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7070,-1,,,,,,cartservice
1057,9ded0ba11cf0ee6b43c2ba33ddc7a0ef,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,56238,tcp,0000:0000:0000:0000:0000:FFFF:AC1F:1EE3,8080,-1,,,,,,frontend
1109,821a42c44606abd92c05f5ad815e7eb3,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45394,tcp,0000:0000:0000:0000:0000:FFFF:C0A8:BB00,8080,-1,,,,,,frontend
1170,d62b77e1bc1c69274860a1bed1c699c1,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45562,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
1171,9da61eb1dd4507324e06667145e3d876,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,45562,4026532382,,,,,,paymentservice
1175,4ab6ccae3be04a2c2d88dceaec67d6a5,Artifact,,network socket,,0,syscall,0,127.0.0.1,7000,tcp,0.0.0.0,43992,4026532583,,,,,,currencyservice
1177,b00713c871e2f8c308c3846675331f62,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,43992,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7000,-1,,,,,,currencyservice
1178,2cd5b25172f73fb88d9024d4a778eb39,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,52324,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,3550,-1,,,,,,productcatalogservice
1180,1a3d958545e369616e1ba2556c4051e6,Artifact,,network socket,,0,syscall,0,127.0.0.1,3550,tcp,0.0.0.0,52324,4026532449,,,,,,productcatalogservice
1316,9b894cd395fe9b20e62edf631ff5b307,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,7760,tcp,0000:0000:0000:0000:0000:FFFF:C0A8:BB00,8080,-1,,,,,,frontend
1381,df5e0750396fdbe7bbb4ecadd3c38689,Artifact,,network socket,,0,syscall,0,127.0.0.1,7070,tcp,0.0.0.0,46376,-1,,,,,,cartservice
1382,9756df0fee86ec9f8a70e09bbb05eefe,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,46376,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7070,-1,,,,,,cartservice
1404,4c8f28b80909150abe6827c7df921c3e,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,52334,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,3550,-1,,,,,,productcatalogservice
1405,dfe63d4bff7054519356604519c1dd05,Artifact,,network socket,,0,syscall,0,127.0.0.1,3550,tcp,0.0.0.0,52334,4026532449,,,,,,productcatalogservice
1427,b9563dbe87b4d5a7eadee3de94dbe4c8,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,44000,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7000,-1,,,,,,currencyservice
1429,cc977a1883989acd4ff1ef2d2e97326f,Artifact,,network socket,,0,syscall,0,127.0.0.1,7000,tcp,0.0.0.0,44000,4026532583,,,,,,currencyservice
1527,519062a9d3235e9c6366c56f5c99bf78,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45564,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
1528,a046055d7f73d8ad3cf815cbd1d22409,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,45564,4026532967,,,,,,paymentservice
1531,449bbd2320a6dd81b8bb58a915f8ccdf,Artifact,,network socket,,0,syscall,0,0.0.0.0,48936,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
1532,d398b7aa7da643df28b7144a06462338,Artifact,,network socket,,0,syscall,0,0.0.0.0,48950,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
1557,13a6c254dbe0512b29325e74b1050d85,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54860,4026532231,,,,,,frontend
1558,44e6dfcc8e8205cf3cff266ad4e50b7f,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54860,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1593,57d49b5df9b22be84c5789aa4644071c,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54862,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1594,7f5ca4a8f790bcc72852bd2a93960dfe,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54862,4026532231,,,,,,frontend
1660,a139b5561a74d0cda45b62ff6a1c3e21,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45574,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
1661,0348490952fac40155324fa033368efb,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,45574,4026532967,,,,,,paymentservice
1663,6355706709df8fde13b691945b0b974a,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,36028,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,5050,-1,,,,,,checkoutservice
1664,73ce56fd94694c3fabf557460875a7c5,Artifact,,network socket,,0,syscall,0,127.0.0.1,5050,tcp,0.0.0.0,36028,4026532516,,,,,,checkoutservice
1690,9cb4db079cb8ca5d73fd24735f0a79cd,Artifact,,network socket,,0,syscall,0,192.168.16.110,53,udp,10.96.0.10,46801,-1,,,,,,frontend
1699,5d48987b50ad4ad3e90808f3b01edfd1,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54870,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1700,b66f7fabda58b5d9a660dde2c632a858,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54870,4026532694,,,,,,frontend
1702,8a26329cc5b2c6dc0d44130fbce1dbc5,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,54882,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1703,08685322b23cb3b656e56d0752fc0718,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,54882,4026532694,,,,,,frontend
1862,fd1830f192c0009a09a0384ead4da290,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,36036,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,5050,-1,,,,,,checkoutservice
1864,1ea2bcb93e11726ca5b696497ec33b5d,Artifact,,network socket,,0,syscall,0,127.0.0.1,5050,tcp,0.0.0.0,36036,4026532516,,,,,,checkoutservice
1934,6b8fcf20d9e0e3d9aee8efbc84937352,Artifact,,network socket,,0,syscall,0,0.0.0.0,34030,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
1935,57075dd1e6d908850265bcd1033922bb,Artifact,,network socket,,0,syscall,0,0.0.0.0,34034,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
1983,54bf09d456fd5fff6b91cefd6945d757,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,32800,4026532231,,,,,,frontend
1984,db8c77360743080ed6bab87bf187a9e7,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,32800,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
1985,134a1b10855bf64a72ff0d402379c5bb,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,32804,4026532231,,,,,,frontend
1986,ad6793c17e1ddd1876791b468925807e,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,32804,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
2040,f2c00679e2a14cc76e0d9e0f969abfad,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,32808,4026532694,,,,,,frontend
2041,583989f4a669ea30e1e1b2991b2a483f,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,32808,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
2075,e881c5042d68bd70b609b6d8a9028dc7,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,51230,4026532382,,,,,,paymentservice
2076,d2e419c608bdf7f1fa23acebdc5d184c,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,51230,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
2104,7d424c8c801d1b3e846ae450e3449335,Artifact,,network socket,,0,syscall,0,127.0.0.1,7070,tcp,0.0.0.0,53666,4026532899,,,,,,cartservice
2105,325fada5bb2e66e5bef71d6684eaadb3,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,53666,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7070,-1,,,,,,cartservice
2117,db844b11e95ee42b7d2e5ae551e06cb7,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,45384,tcp,0000:0000:0000:0000:0000:FFFF:AC1F:1EE3,8080,-1,,,,,,frontend
2158,351d3c8b033f1398ece9dc0afb76c475,Artifact,,network socket,,0,syscall,0,127.0.0.1,7000,tcp,0.0.0.0,60528,4026532583,,,,,,currencyservice
2160,38f02fa39c3ecfb51bd59c923f1e18b1,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,51240,4026532382,,,,,,paymentservice
2161,1ab9f3ec24aa817420e893ccd6ade701,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,51240,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
2162,6b64e6e5ef8d5ff2d552cc575fec7a5e,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,60528,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7000,-1,,,,,,currencyservice
2175,f32e8fa6f6e2d66aba227b30d3008990,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,41176,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,3550,-1,,,,,,productcatalogservice
2176,0ff0d3b425df7ae951b0210cc850ce51,Artifact,,network socket,,0,syscall,0,127.0.0.1,3550,tcp,0.0.0.0,41176,4026532449,,,,,,productcatalogservice
2210,8daffba9184e04ba5d4b82012e889bba,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,48824,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,9555,-1,,,,,,adservice
2211,cd35cb0eb8c6d08a133c4e15177e13aa,Artifact,,network socket,,0,syscall,0,127.0.0.1,9555,tcp,0.0.0.0,48824,4026532761,,,,,,adservice
2237,28e6d16f834bdc1735ad88db02c6e173,Artifact,,network socket,,0,syscall,0,127.0.0.1,7070,tcp,0.0.0.0,53678,4026532899,,,,,,cartservice
2248,6bc254a8fcf2b81387931421fe046ef2,Artifact,,network socket,,0,syscall,0,127.0.0.1,3550,tcp,0.0.0.0,41182,-1,,,,,,productcatalogservice
2249,6b9366b0d9ce21fc8f176a96f9c2202f,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,41182,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,3550,-1,,,,,,productcatalogservice
2274,39233700d9247917bb1ceba3f7a41a54,Artifact,,network socket,,0,syscall,0,127.0.0.1,7000,tcp,0.0.0.0,60538,4026532583,,,,,,currencyservice
2275,0f7aa968521ec3706da99ea48df3c194,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,60538,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,7000,-1,,,,,,currencyservice
2303,d3be24d952a27f5e43816a84c2d95050,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,51248,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
2304,00a58c0609fda7485a383a62aade7668,Artifact,,network socket,,0,syscall,0,127.0.0.1,50051,tcp,0.0.0.0,51248,4026532967,,,,,,paymentservice
2306,869702d594ff48be0be9a495d574fb64,Artifact,,network socket,,0,syscall,0,0.0.0.0,34050,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
2307,bbb27a4e56aa7a54fc7824362b21d1fc,Artifact,,network socket,,0,syscall,0,0.0.0.0,34054,tcp,172.31.30.227,6379,-1,,,,,,redis-cart
2352,b54e6504ec275a9be378784f4e72c536,Artifact,,network socket,,0,syscall,0,127.0.0.1,8080,tcp,0.0.0.0,32820,-1,,,,,,frontend
2354,0fdc8466714018ad6438f0fef6f54cda,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,32820,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
2355,035513c60e98df8a5f4a2d86ffb8294b,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,32832,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,8080,-1,,,,,,frontend
2383,32f1a41e43ccd3196622d3b52147c87f,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,48840,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,9555,-1,,,,,,adservice
2385,73a247fe77f26c701751abb8de6ce03a,Artifact,,network socket,,0,syscall,0,127.0.0.1,9555,tcp,0.0.0.0,48840,-1,,,,,,adservice
2409,d61afb110ef97db8ba86b537f34ec175,Artifact,,network socket,,0,syscall,0,0000:0000:0000:0000:0000:0000:0000:0000,51260,tcp,0000:0000:0000:0000:0000:FFFF:7F00:0001,50051,-1,,,,,,paymentservice
